,siteID,latitude,longitude,Chla_2012-2022,Chla_2023,TP_2012-2022,TP_2023,Chla_All,TP_All
0,R116,41.938023,-71.433988,6.213780487804878,1.173125,85.14415841584157,71.760875,5.765722222222222,84.16189908256881
1,RMSD,41.877079,-71.382059,5.38236559139785,1.130875,85.43386138613862,73.213875,5.045613861386139,84.53698165137615
2,RMSL,42.010928,-71.529008,5.698888888888889,1.42725,92.25080808080808,70.453875,5.314921348314607,90.62113084112148
3,UBWPAD2,42.206,-71.781,1.9109756097560975,1.970625,183.4229,185.165375,1.9162777777777777,183.55197222222225
4,W0680,42.228,-71.787,3.1914893617021276,3.1666250000000002,60.912053571428565,59.237,3.189539215686275,60.800383333333336
5,W0767,42.153953,-71.652604,4.946,3.561,145.01563829787233,103.07325,4.820090909090909,141.72603921568628
6,W1242,42.177057,-71.688019,3.732555555555556,3.541625,136.02171717171717,85.302125,3.716969387755102,132.2295981308411
7,W1258,42.194,-71.766,2.393269230769231,2.22075,160.46582608695653,102.597875,2.3809464285714284,156.7020569105691
8,W1779,42.097166,-71.622263,8.65531914893617,4.07675,152.1862,125.5765,8.296215686274511,150.2151111111111
